week_ending,week_number,weekly_gross_overall,show,theatre,weekly_gross,potential_gross,avg_ticket_price,top_ticket_price,seats_sold,seats_in_theatre,pct_capacity,performances,previews,popularity
22-05-16,52,28842985.58,She Loves Me,Studio 54,687823.9,899784,87.99,252,7817,1008,0.9694,8,0,trending
11-03-18,42,29425481.36,Aladdin,New Amsterdam Theatre,1262334.5,1423870,94.25,215.5,13394,1727,0.9695,8,0,trending
22-09-19,17,29320908.11,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,812477.7,994804,102.1,247,7958,1026,0.9695,8,0,trending
18-09-16,17,22174849.86,The Lion King,Studio 54,1849065.5,1875480,140.56,225,13155,1696,0.9696,8,0,trending
02-12-18,27,37805785.34,Frozen,Samuel J. Friedman Theatre,1850444.6,2071580,141.67,375,13062,1684,0.9696,8,0,trending
09-04-17,46,35186711.31,Waitress,Minskoff Theatre,1209652.5,1019480,149.21,270,8107,1045,0.9697,8,0,trending
05-08-18,10,36391384.98,Waitress,Minskoff Theatre,891884.55,1019480,110.01,270,8107,1045,0.9697,8,0,trending
10-02-19,37,27661257.88,Frozen,Samuel J. Friedman Theatre,1289423.6,1456295,98.7,277.5,13064,1684,0.9697,8,0,trending
28-10-18,22,33133984.13,Mean Girls,Cort Theatre,1241318.85,1328576,130.61,299.5,9504,1225,0.9698,8,0,trending
05-03-17,41,23822896.59,Wicked,Lunt-Fontanne Theatre,1515568,1779845,108.09,240,14021,1807,0.9699,8,0,trending
14-05-17,51,33603536.36,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,954528.09,1226174,119.9,249,7961,1026,0.9699,8,0,trending
27-01-19,35,29982380.3,Mean Girls,Cort Theatre,1137688.9,1328576,119.68,299.5,9506,1225,0.97,8,0,trending
31-07-16,10,25496118,Wicked,Lunt-Fontanne Theatre,1899742,1779845,131.16,240,14484,1867,0.97,8,0,trending
22-09-19,17,29320908.11,The Lion King,Studio 54,1846698,2166202,140.31,237,13162,1696,0.9701,8,0,trending
23-04-17,48,35895402.43,Aladdin,New Amsterdam Theatre,1732006,1911826,129.22,227.5,13404,1727,0.9702,8,0,trending
04-11-18,23,33078711.53,Mean Girls,Cort Theatre,1246467.35,1328576,131.08,299.5,9509,1225,0.9703,8,0,trending
25-11-18,26,43043393.13,Aladdin,New Amsterdam Theatre,1855890,2077072,138.44,279.5,13406,1727,0.9703,8,0,trending
02-12-18,27,37805785.34,Dear Evan Hansen,Music Box Theatre,1401387.65,1352224,183.45,448,7639,984,0.9704,8,0,trending
23-07-17,9,31395963.12,"Hello, Dolly!",Greshwin Theatre,2152610.5,1830076,191.75,748,11226,1446,0.9704,8,0,trending
07-10-18,19,33381110.92,Wicked,Lunt-Fontanne Theatre,1773676,1779845,126.42,240,14030,1807,0.9705,8,0,trending
14-04-19,46,34725461.34,Aladdin,New Amsterdam Theatre,1425697.3,1603749,106.33,252.5,13408,1727,0.9705,8,0,trending
11-02-18,38,22018577.15,Waitress,Minskoff Theatre,1433901.6,1019480,176.72,270,8114,1045,0.9706,8,0,trending
14-05-17,51,33603536.36,Wicked,Lunt-Fontanne Theatre,1641456,1779845,116.99,240,14031,1807,0.9706,8,0,trending
04-02-18,37,24869631.68,Anastasia,Broadhurst Theatre,809926.76,1093588,91.25,273,8876,1143,0.9707,8,0,trending
28-05-17,1,34203175.62,Wicked,Lunt-Fontanne Theatre,1803868,1779845,120.6,240,14957,1926,0.9707,8,0,trending
23-09-18,17,26309335.52,Mean Girls,Cort Theatre,1298393.35,1328576,136.47,299.5,9514,1225,0.9708,8,0,trending
08-01-17,33,29567891.31,Waitress,Minskoff Theatre,888311.4,1019480,109.45,270,8116,1045,0.9708,8,0,trending
17-02-19,38,30511551.35,Aladdin,New Amsterdam Theatre,1371949.4,1521365,102.29,227.5,13413,1727,0.9708,8,0,trending
16-07-17,8,31922259.32,Wicked,Lunt-Fontanne Theatre,1900445,1779845,127.04,240,14960,1926,0.9709,8,0,trending
02-09-18,14,32089527.57,The Band's Visit,Greshwin Theatre,938572.34,1024568,116.29,297,8071,1039,0.971,8,0,trending
08-09-19,15,25965470.89,Wicked,Lunt-Fontanne Theatre,1351232.5,1779845,96.26,240,14037,1807,0.971,8,0,trending
27-03-16,44,31485172.45,She Loves Me,Studio 54,590841.8,899784,75.46,NA,7830,1008,0.971,8,0,trending
15-12-19,29,38869140.81,Waitress,Minskoff Theatre,956704.7,1095420,117.85,350,8118,1045,0.9711,8,0,trending
20-05-18,52,38813251.1,Wicked,Lunt-Fontanne Theatre,1749587,1779845,116.93,240,14963,1926,0.9711,8,0,trending
06-11-16,24,25378948.08,The Lion King,Studio 54,1834961,1875480,139.27,225,13176,1696,0.9711,8,0,trending
16-10-16,21,25369049.51,Aladdin,New Amsterdam Theatre,1476542,1589539,110.05,239.5,13417,1727,0.9711,8,0,trending
16-10-16,21,25369049.51,Wicked,Lunt-Fontanne Theatre,1653148,1779845,117.75,240,14039,1807,0.9712,8,0,trending
18-12-16,30,30541917.65,The Lion King,Studio 54,2191076,2195733,166.27,225,13178,1696,0.9713,8,0,trending
20-03-16,43,26631585.91,She Loves Me,Studio 54,505150,899784,64.49,NA,7833,1008,0.9714,5,3,trending
22-12-19,30,40645773.41,Waitress,Minskoff Theatre,974404,1112088,119.97,297,8122,1045,0.9715,8,0,trending
07-10-18,19,33381110.92,The Band's Visit,Greshwin Theatre,935616,1031928,115.87,297,8075,1039,0.9715,8,0,trending
04-08-19,10,33730889.28,The Lion King,Studio 54,2488843,2636827,188.82,225,13181,1696,0.9715,8,0,trending
21-05-17,52,34503594.63,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,962922.6,1233226,120.76,249,7974,1026,0.9715,8,0,trending
08-12-19,28,38317632.21,Aladdin,New Amsterdam Theatre,1498387.9,1695931,111.63,279.5,13423,1727,0.9716,8,0,trending
12-06-16,3,28477729.82,Wicked,Lunt-Fontanne Theatre,1859038,1779845,128.12,240,14510,1867,0.9717,8,0,trending
25-11-18,26,43043393.13,Wicked,Lunt-Fontanne Theatre,2478106,1779845,165.49,240,14974,1926,0.9718,8,0,trending
10-07-16,7,24862657.43,The Lion King,Studio 54,2255572,2368325,171.07,225,13185,1696,0.9718,8,0,trending
24-09-17,18,23991938.61,Aladdin,New Amsterdam Theatre,1344625,1369282,100.14,199.5,13427,1727,0.9718,8,0,trending
24-03-19,43,34204242.15,Mean Girls,Cort Theatre,1256246.55,1328576,131.89,299.5,9525,1225,0.9719,8,0,trending
15-07-18,7,37330027.69,Aladdin,New Amsterdam Theatre,1509990.5,1752920,112.45,215.5,13428,1727,0.9719,8,0,trending
12-08-18,11,37289893.41,Wicked,Lunt-Fontanne Theatre,1899969,1779845,126.86,240,14977,1926,0.972,8,0,trending
07-08-16,11,24062535.05,Waitress,Minskoff Theatre,996212.3,1019480,122.57,270,8128,1045,0.9722,8,0,trending
21-08-16,13,23009994.04,Aladdin,New Amsterdam Theatre,1561264.5,1756784,116.23,239.5,13432,1727,0.9722,8,0,trending
29-10-17,23,28628692.39,Aladdin,New Amsterdam Theatre,1390663.5,1376526,103.53,227.5,13432,1727,0.9722,8,0,trending
19-05-19,51,35092350.5,Aladdin,New Amsterdam Theatre,1378027.5,1477642,102.59,227.5,13432,1727,0.9722,8,0,trending
03-06-18,1,37106954.31,The Band's Visit,Greshwin Theatre,862762,1024568,106.75,247,8082,1039,0.9723,8,0,trending
29-07-18,9,39633285.25,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,845619.5,1106908,105.95,247,7981,1026,0.9723,8,0,trending
08-12-19,28,38317632.21,Wicked,Lunt-Fontanne Theatre,1929278,1779845,132.85,240,14522,1867,0.9725,8,0,trending
28-04-19,48,38151115.68,Burn This,Hudson Theatre,932390.5,1022560,124.83,325,7469,960,0.9725,8,0,trending
17-04-16,47,27177086.08,Aladdin,New Amsterdam Theatre,1451714,1629262,108.05,227.5,13436,1727,0.9725,8,0,trending
14-02-16,38,25713384.94,Wicked,Lunt-Fontanne Theatre,1695452.5,1779845,120.59,240,14060,1807,0.9726,8,0,trending
13-10-19,20,35212990.4,The Phantom of the Opera,New Amsterdam Theatre,1154438.4,1373056,92.43,213,12490,1605,0.9727,8,0,trending
07-02-16,37,21024819.67,The Lion King,Studio 54,1533402.5,1607012,116.18,225,13198,1696,0.9727,8,0,trending
02-10-16,19,22824768.82,Aladdin,New Amsterdam Theatre,1310768,1466518,97.53,217.5,13440,1727,0.9728,8,0,trending
21-10-18,21,34344692.7,Pretty Woman: The Musical,Lyceum Theatre,1203148.2,1365328,132.34,275,9091,1168,0.9729,8,0,trending
17-07-16,8,27125138.45,Aladdin,New Amsterdam Theatre,1683488,1921534,125.24,227.5,13442,1727,0.9729,8,0,trending
16-07-17,8,31922259.32,Aladdin,New Amsterdam Theatre,1632589,1788352,121.45,227.5,13442,1727,0.9729,8,0,trending
08-01-17,33,29567891.31,Wicked,Lunt-Fontanne Theatre,1845325,1779845,123.09,240,14992,1926,0.973,8,0,trending
14-10-18,20,33387818.47,Pretty Woman: The Musical,Lyceum Theatre,1193965.2,1365328,131.32,275,9092,1168,0.973,8,0,trending
23-10-16,22,27441874.45,Aladdin,New Amsterdam Theatre,1469578,1567637,109.32,239.5,13443,1727,0.973,8,0,trending
01-04-18,45,42016688.35,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,686326.6,1106908,85.93,247,7987,1026,0.9731,8,0,trending
12-08-18,11,37289893.41,Waitress,Minskoff Theatre,906501.95,1019480,111.42,270,8136,1045,0.9732,8,0,trending
02-07-17,6,31965811.52,Aladdin,New Amsterdam Theatre,1573469.5,1612606,117.02,227.5,13446,1727,0.9732,8,0,trending
03-07-16,6,26033648.79,The Humans,Nederlander Theatre,535415.2,581744,119.38,299,4485,576,0.9733,8,0,trending
25-08-19,13,27987012.48,Mean Girls,Cort Theatre,893954.8,1176000,93.72,249.5,9539,1225,0.9734,8,0,trending
30-04-17,49,32511674.46,Waitress,Minskoff Theatre,1210258.2,1019480,148.72,270,8138,1045,0.9734,8,0,trending
30-12-18,31,57807272.33,The Play That Goes Wrong,Hudson Theatre,623414,677688,93.75,197,6650,854,0.9734,8,0,trending
23-07-17,9,31395963.12,Aladdin,New Amsterdam Theatre,1839957,2046515,121.61,227.5,15130,1727,0.9734,9,0,trending
02-12-18,27,37805785.34,Aladdin,New Amsterdam Theatre,1403977.9,1578834,104.4,252.5,13448,1727,0.9734,8,0,trending
30-09-18,18,29521717.1,Mean Girls,Cort Theatre,1261744.55,1328576,132.26,299.5,9540,1225,0.9735,8,0,trending
11-11-18,24,37230401.33,Aladdin,New Amsterdam Theatre,1349588.5,1523321,100.31,227.5,13454,1727,0.9738,8,0,trending
17-09-17,17,26613186.99,Wicked,Lunt-Fontanne Theatre,1492476.5,1779845,102.63,240,14542,1867,0.9739,8,0,trending
04-06-17,2,32793984.32,Aladdin,New Amsterdam Theatre,1495237,1562222,111.12,199.5,13456,1727,0.9739,8,0,trending
21-01-18,35,27685184.24,Aladdin,New Amsterdam Theatre,1289666.5,1363338,95.84,215.5,13456,1727,0.9739,8,0,trending
09-09-18,15,29524979.46,Wicked,Lunt-Fontanne Theatre,1406290.5,1779845,93.71,240,15007,1926,0.974,8,0,trending
14-07-19,7,30566473.66,Frozen,Samuel J. Friedman Theatre,1178744.1,1213215.1,102.65,227.5,11483,1684,0.9741,7,0,trending
11-08-19,11,33808015.83,The Lion King,Minskoff Theatre,2459148,2522164,186.05,225,13218,1696,0.9742,8,0,trending
20-10-19,21,34644583.03,Frozen,Samuel J. Friedman Theatre,1076414.7,1270128,82.01,252.5,13126,1684,0.9743,8,0,trending
07-01-18,33,32207429.53,Wicked,Lunt-Fontanne Theatre,1926621,1779845,128.32,240,15014,1926,0.9744,8,0,trending
15-09-19,16,29092570.96,Wicked,Lunt-Fontanne Theatre,1451091.5,1779845,99.74,240,14549,1867,0.9744,8,0,trending
24-12-17,31,35795927.3,Aladdin,New Amsterdam Theatre,1867971,1993790,138.76,279.5,13462,1727,0.9744,8,0,trending
22-07-18,8,36855921.43,The Phantom of the Opera,New Amsterdam Theatre,1168466.3,1356418,93.39,213,12512,1605,0.9745,8,0,trending
03-04-16,45,29929437.71,Wicked,Lunt-Fontanne Theatre,2215826,1779845,147.54,240,15018,1926,0.9747,8,0,trending
19-08-18,12,35465011.8,Wicked,Lunt-Fontanne Theatre,1760385,1779845,124.92,240,14092,1807,0.9748,8,0,trending
07-02-16,37,21024819.67,Wicked,Lunt-Fontanne Theatre,1429695.5,1779845,98.21,240,14557,1867,0.9749,8,0,trending
09-04-17,46,35186711.31,Wicked,Lunt-Fontanne Theatre,1898005,1779845,126.36,240,15021,1926,0.9749,8,0,trending
10-03-19,41,30252790.13,Aladdin,New Amsterdam Theatre,1238638.3,1443632,91.96,215.5,13469,1727,0.9749,8,0,trending
22-07-18,8,36855921.43,"Hello, Dolly!",Greshwin Theatre,2062015,1911926,182.84,597,11278,1446,0.9749,8,0,trending
06-05-18,50,36994026.79,Frozen,Samuel J. Friedman Theatre,1689302,1749295,128.93,297,13102,1680,0.9749,8,0,trending
02-07-17,6,31965811.52,Wicked,Lunt-Fontanne Theatre,2000408,2002325.5,126.16,240,15856,1807,0.975,9,0,trending
26-05-19,52,35905670.43,Wicked,Lunt-Fontanne Theatre,1751069,1779845,120.27,240,14559,1867,0.975,8,0,trending
10-11-19,24,35399366.34,Wicked,Lunt-Fontanne Theatre,1612019.5,1779845,114.37,240,14095,1807,0.975,8,0,trending
11-02-18,38,22018577.15,Aladdin,New Amsterdam Theatre,1191654,1305197,88.47,215.5,13470,1727,0.975,8,0,trending
07-04-19,45,35291615.88,Aladdin,New Amsterdam Theatre,1375565.5,1530831,102.12,227.5,13470,1727,0.975,8,0,trending
31-07-16,10,25496118,Matilda The Musical,Sam S. Shubert Theatre,997524.5,1201348,89.28,250,11173,1432,0.9753,8,0,trending
18-12-16,30,30541917.65,Aladdin,New Amsterdam Theatre,1642673,1687876,121.89,299.5,13477,1727,0.9755,8,0,trending
08-04-18,46,42596195.27,The Band's Visit,Greshwin Theatre,896624.22,1038880,110.57,247,8109,1039,0.9756,8,0,trending
13-03-16,42,23719997.68,Wicked,Lunt-Fontanne Theatre,1662470,1779845,117.88,240,14103,1807,0.9756,8,0,trending
10-12-17,29,35260250.63,Aladdin,New Amsterdam Theatre,1617786.5,1686688,120.01,279.5,13480,1727,0.9757,8,0,trending
28-07-19,9,33824901.44,Wicked,Lunt-Fontanne Theatre,2076615,2002325.5,127.13,240,16334,1860,0.9758,9,0,trending
10-02-19,37,27661257.88,Aladdin,New Amsterdam Theatre,1141386.2,1323350,84.65,199.5,13483,1727,0.9759,8,0,trending
15-04-18,47,37729078.44,Aladdin,New Amsterdam Theatre,1434504,1437752,106.38,227.5,13485,1727,0.976,8,0,trending
26-06-16,5,28923675.96,The Humans,Nederlander Theatre,562088,581744,124.96,299,4498,576,0.9761,8,0,trending
26-08-18,13,33662782.2,Frozen,St. James Theatre,1988339,2244976,151.18,325,13152,1684,0.9762,8,0,trending
31-07-16,10,25496118,School of Rock - The Musical,Stephen Sondheim Theatre,1226996.71,1523357,105.1,248,11675,1495,0.9762,8,0,trending
30-06-19,5,35938539.43,Frozen,St. James Theatre,1289250.9,1324269.9,98.02,227.5,13153,1684,0.9763,8,0,trending
26-11-17,27,39079347.02,Wicked,Lunt-Fontanne Theatre,2401024,1779845,159.6,240,15044,1926,0.9764,8,0,trending
31-03-19,44,36822964.51,Burn This,Lunt-Fontanne Theatre,913342.15,1004128,123.86,325,7374,944,0.9764,0,8,trending
06-10-19,19,30098714.42,Dear Evan Hansen,Music Box Theatre,991113.59,1234034,128.95,297,7686,984,0.9764,8,0,trending
29-01-17,36,21078311.83,Wicked,Lunt-Fontanne Theatre,1511001,1779845,100.43,240,15046,1926,0.9765,8,0,trending
04-06-17,2,32793984.32,Wicked,Lunt-Fontanne Theatre,1862923,1779845,123.82,240,15046,1926,0.9765,8,0,trending
06-05-18,50,36994026.79,Aladdin,New Amsterdam Theatre,1342282.5,1399650,99.49,215.5,13491,1727,0.9765,8,0,trending
21-04-19,47,40219790.24,Wicked,Lunt-Fontanne Theatre,2633078,2002325.5,155.53,240,16930,1926,0.9767,9,0,trending
16-06-19,3,34493610.47,Mean Girls,Cort Theatre,1016789,1176000,106.21,249.5,9573,1225,0.9768,8,0,trending
08-07-18,6,33865379.57,The Phantom of the Opera,New Amsterdam Theatre,1175292.38,1368480,93.71,213,12542,1605,0.9768,8,0,trending
12-03-17,42,27675629.09,Waitress,Minskoff Theatre,898238.5,1019480,109.97,270,8168,1045,0.977,8,0,trending
25-02-18,40,27049672.63,The Band's Visit,Greshwin Theatre,919323.5,1038880,113.2,247,8121,1039,0.977,8,0,trending
24-07-16,9,26582154.47,Wicked,Lunt-Fontanne Theatre,1896987,1779845,130.03,240,14589,1867,0.977,8,0,trending
11-08-19,11,33808015.83,Aladdin,New Amsterdam Theatre,1659795.5,1708312,122.97,227.5,13498,1727,0.977,8,0,trending
22-07-18,8,36855921.43,Aladdin,New Amsterdam Theatre,1686462.5,2007215,111.05,227.5,15187,1727,0.9771,9,0,trending
02-10-16,19,22824768.82,The Lion King,Ethel Barrymore Theatre,1862033,1875480,140.45,225,13258,1696,0.9772,8,0,trending
03-06-18,1,37106954.31,Aladdin,New Amsterdam Theatre,1420716.5,1492606,105.23,199.5,13501,1727,0.9772,8,0,trending
27-03-16,44,31485172.45,Wicked,Lunt-Fontanne Theatre,2532613,2002325.5,149.5,240,16940,1926,0.9773,9,0,trending
06-01-19,32,37530273.1,Wicked,Lunt-Fontanne Theatre,2040256,1779845,135.49,240,15058,1926,0.9773,8,0,trending
15-10-17,21,29928495.36,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,985332.2,1215706,122.83,249,8022,1026,0.9773,8,0,trending
29-07-18,9,39633285.25,Waitress,Minskoff Theatre,896760.7,1019480,109.75,270,8171,1045,0.9774,8,0,trending
10-03-19,41,30252790.13,Wicked,Lunt-Fontanne Theatre,1555919,1779845,106.6,240,14596,1867,0.9775,8,0,trending
03-02-19,36,26512354.56,The Lion King,Ethel Barrymore Theatre,1649169,1921975,124.34,225,13263,1696,0.9775,8,0,trending
10-04-16,46,26894099.17,Aladdin,New Amsterdam Theatre,1494138.5,1629262,110.62,227.5,13507,1727,0.9776,8,0,trending
05-02-17,37,19874003.02,Aladdin,New Amsterdam Theatre,1213759.5,1334620,89.86,199.5,13507,1727,0.9776,8,0,trending
15-04-18,47,37729078.44,Wicked,Lunt-Fontanne Theatre,1744175,1779845,119.47,240,14599,1867,0.9777,8,0,trending
21-04-19,47,40219790.24,Burn This,Lunt-Fontanne Theatre,768765.75,1022560,102.38,325,7509,960,0.9777,8,0,trending
11-11-18,24,37230401.33,Wicked,Lunt-Fontanne Theatre,1770608,1779845,121.27,240,14601,1867,0.9778,8,0,trending
11-08-19,11,33808015.83,Wicked,Lunt-Fontanne Theatre,1766537,1779845,124.98,240,14135,1807,0.9778,8,0,trending
28-01-18,36,27522164.93,Aladdin,New Amsterdam Theatre,1269331.5,1358674,93.95,215.5,13510,1727,0.9779,8,0,trending
09-06-19,2,35439598.96,The Phantom of the Opera,New Amsterdam Theatre,1134274.4,1358986,90.32,213,12558,1605,0.978,8,0,trending
09-09-18,15,29524979.46,The Lion King,Ethel Barrymore Theatre,1874691,1899503,141.27,225,13270,1696,0.978,8,0,trending
17-12-17,30,34359420.67,Aladdin,New Amsterdam Theatre,1591584.5,1729578,117.79,279.5,13512,1727,0.978,8,0,trending
29-04-18,49,35335326.58,Frozen,St. James Theatre,1684279.5,1749295,128.14,297,13144,1680,0.978,8,0,trending
24-12-17,31,35795927.3,The Phantom of the Opera,New Amsterdam Theatre,1175913.9,1191389,107.01,247,10989,1605,0.9781,7,0,trending
03-03-19,40,27159271.45,Aladdin,New Amsterdam Theatre,1157167.2,1464690,85.63,199.5,13514,1727,0.9781,8,0,trending
28-01-18,36,27522164.93,"Hello, Dolly!",Greshwin Theatre,1171765.23,1476416,103.56,297,11315,1446,0.9781,8,0,trending
25-03-18,44,35414660.27,Frozen,St. James Theatre,1442795.5,1626628,109.75,275,13146,1680,0.9781,5,3,trending
19-11-17,26,31147315.59,Aladdin,New Amsterdam Theatre,1366527.5,1427508,101.11,227.5,13515,1727,0.9782,8,0,trending
17-09-17,17,26613186.99,Beautiful: The Carole King Musical,Stephen Sondheim Theatre,906680.04,1200008,112.93,249,8029,1026,0.9782,8,0,trending
10-04-16,46,26894099.17,Wicked,Lunt-Fontanne Theatre,1676579,1779845,118.54,240,14143,1807,0.9783,8,0,trending
24-03-19,43,34204242.15,Anastasia,Broadhurst Theatre,920068.07,1093588,102.82,348,8948,1143,0.9786,8,0,trending
13-05-18,51,38621280.34,Aladdin,New Amsterdam Theatre,1341077,1414562,99.18,215.5,13521,1727,0.9786,8,0,trending
01-04-18,45,42016688.35,"Hello, Dolly!",Greshwin Theatre,1111874.17,1371056,98.22,297,11320,1446,0.9786,8,0,trending
02-04-17,45,34447048.43,Wicked,Lunt-Fontanne Theatre,1875410,1779845,124.36,240,15080,1926,0.9787,8,0,trending
14-07-19,7,30566473.66,Aladdin,New Amsterdam Theatre,1412186.5,1492930,119.35,199.5,11832,1727,0.9787,7,0,trending
29-07-18,9,39633285.25,Pretty Woman: The Musical,Lyceum Theatre,1068493,1194662,133.51,275,8003,1168,0.9788,0,7,trending
02-09-18,14,32089527.57,Frozen,St. James Theatre,1866498,2075352,141.54,325,13187,1684,0.9788,8,0,trending
07-07-19,6,34108642.97,Aladdin,New Amsterdam Theatre,1619216.5,1745533,119.72,227.5,13525,1727,0.9789,8,0,trending
22-04-18,48,37506237.02,Wicked,Lunt-Fontanne Theatre,1798728,1779845,119.24,240,15085,1926,0.979,8,0,trending
14-07-19,7,30566473.66,Wicked,Lunt-Fontanne Theatre,1574763,1557364.3,123.68,240,12733,1858,0.979,7,0,trending
10-09-17,16,23606589.82,Wicked,Lunt-Fontanne Theatre,1420777.5,1779845,100.38,240,14154,1807,0.9791,8,0,trending
14-01-18,34,32947325.27,Aladdin,New Amsterdam Theatre,1450456,1517485,107.23,227.5,13527,1727,0.9791,8,0,trending
25-06-17,5,35273881.85,Aladdin,New Amsterdam Theatre,1578260.5,1709406,116.67,227.5,13528,1727,0.9792,8,0,trending
04-08-19,10,33730889.28,Aladdin,New Amsterdam Theatre,1624807,1724753,120.1,227.5,13529,1727,0.9792,8,0,trending
01-07-18,5,38126488.51,Wicked,Lunt-Fontanne Theatre,1963807,1779845,130.15,240,15089,1926,0.9793,8,0,trending
14-07-19,7,30566473.66,Burn This,Lunt-Fontanne Theatre,897621.35,1022560,119.35,325,7521,960,0.9793,8,0,trending
15-10-17,21,29928495.36,Wicked,Lunt-Fontanne Theatre,1767617,1779845,120.86,240,14625,1867,0.9794,8,0,trending
06-03-16,41,20679970.73,The Lion King,Ethel Barrymore Theatre,1461331,1698931,109.97,225,13289,1696,0.9794,8,0,trending
24-07-16,9,26582154.47,Aladdin,New Amsterdam Theatre,1737722,1917282,128.43,227.5,13531,1727,0.9794,8,0,trending
15-07-18,7,37330027.69,Wicked,Lunt-Fontanne Theatre,1864640,1779845,127.49,240,14626,1867,0.9795,8,0,trending
19-05-19,51,35092350.5,Wicked,Lunt-Fontanne Theatre,1660962,1779845,117.3,240,14160,1807,0.9795,8,0,trending
07-07-19,6,34108642.97,Wicked,Lunt-Fontanne Theatre,1917159,1779845,131.08,240,14626,1867,0.9795,8,0,trending
29-07-18,9,39633285.25,"Hello, Dolly!",Greshwin Theatre,2071353.36,1911926,182.8,597,11331,1446,0.9795,8,0,trending
20-01-19,34,31699189.77,Mean Girls,Cort Theatre,1286297,1328576,133.99,299.5,9600,1225,0.9796,8,0,trending
03-06-18,1,37106954.31,The Phantom of the Opera,New Amsterdam Theatre,1115092.1,1356418,88.65,213,12578,1605,0.9796,8,0,trending
20-01-19,34,31699189.77,The Lion King,Ethel Barrymore Theatre,1794617,1969027,135.02,225,13291,1696,0.9796,8,0,trending
23-06-19,4,35987055.01,Frozen,St. James Theatre,1276123.2,1305855.2,96.7,227.5,13197,1684,0.9796,8,0,trending
09-12-18,28,40149570.28,Mean Girls,Cort Theatre,1349599.35,1328576,140.57,299.5,9601,1225,0.9797,8,0,trending
26-06-16,5,28923675.96,Wicked,Lunt-Fontanne Theatre,1969159,1779845,134.61,240,14629,1867,0.9797,8,0,trending
11-12-16,29,31357485.42,Wicked,Lunt-Fontanne Theatre,1909374,1779845,130.49,240,14632,1867,0.9799,8,0,trending
22-01-17,35,21686611.83,Wicked,Lunt-Fontanne Theatre,1609231,1779845,106.59,240,15098,1926,0.9799,8,0,trending
13-10-19,20,35212990.4,Wicked,Lunt-Fontanne Theatre,1839657,1779845,121.84,240,15099,1926,0.9799,8,0,trending
15-12-19,29,38869140.81,Wicked,Lunt-Fontanne Theatre,2022209,1779845,133.94,240,15098,1926,0.9799,8,0,trending
06-10-19,19,30098714.42,The Lion King,Ethel Barrymore Theatre,1949218,2422137,146.6,237,13296,1696,0.98,8,0,sold out
13-11-16,25,28880196.45,Aladdin,New Amsterdam Theatre,1425617.5,1558266,105.3,217.5,13539,1727,0.98,8,0,sold out
24-03-19,43,34204242.15,Frozen,St. James Theatre,1278877,1418364,96.87,199.5,13202,1684,0.98,8,0,sold out
20-08-17,13,28674785.82,Wicked,Lunt-Fontanne Theatre,1792574,1779845,126.51,240,14169,1807,0.9801,8,0,sold out
11-12-16,29,31357485.42,Aladdin,New Amsterdam Theatre,1612133.5,1687876,119.06,299.5,13541,1727,0.9801,8,0,sold out
21-05-17,52,34503594.63,Aladdin,New Amsterdam Theatre,1452664,1524082,107.27,227.5,13542,1727,0.9802,8,0,sold out
16-12-18,29,39865469.32,Frozen,St. James Theatre,1929357.5,2071580,146.1,375,13206,1684,0.9803,8,0,sold out
26-06-16,5,28923675.96,School of Rock - The Musical,Stephen Sondheim Theatre,1250456.29,1523357,106.66,248,11724,1495,0.9803,8,0,sold out
28-04-19,48,38151115.68,Wicked,Lunt-Fontanne Theatre,2001066,1779845,141.19,240,14173,1807,0.9804,8,0,sold out
29-05-16,1,28706805.95,The Humans,Nederlander Theatre,471919.1,581744,104.45,273,4518,576,0.9805,8,0,sold out
25-12-16,31,30413711.35,Matilda The Musical,Sam S. Shubert Theatre,1023403.55,1046984,104.12,250,9829,1432,0.9805,7,0,sold out
26-11-17,27,39079347.02,Anastasia,Broadhurst Theatre,1245372.3,1105421,138.88,350,8967,1143,0.9806,8,0,sold out
26-02-17,40,25416821.35,Wicked,Lunt-Fontanne Theatre,1764072,1779845,120.48,240,14642,1867,0.9806,8,0,sold out
16-06-19,3,34493610.47,Wicked,Lunt-Fontanne Theatre,1924730,1779845,127.39,240,15109,1926,0.9806,8,0,sold out
17-03-19,42,32944572.64,Mean Girls,Cort Theatre,1238048.9,1328576,128.82,299.5,9611,1225,0.9807,8,0,sold out
08-05-16,50,27579172.93,Aladdin,New Amsterdam Theatre,1397673.5,1587261,103.16,227.5,13549,1727,0.9807,8,0,sold out
03-09-17,15,27899472.03,Aladdin,New Amsterdam Theatre,1493121.5,1509528,110.2,215.5,13549,1727,0.9807,8,0,sold out
09-04-17,46,35186711.31,Anastasia,Broadhurst Theatre,922020.92,1002201,117.5,350,7847,1143,0.9808,0,7,sold out
08-04-18,46,42596195.27,Anastasia,Broadhurst Theatre,1124558.92,1093588,125.4,350,8968,1143,0.9808,8,0,sold out
20-11-16,26,26762454.2,Dear Evan Hansen,Music Box Theatre,804291.2,879536,119.05,248,6756,984,0.9808,0,7,sold out
09-12-18,28,40149570.28,Pretty Woman: The Musical,Lyceum Theatre,1266873,1365328,138.23,275,9165,1168,0.9808,8,0,sold out
